class;x1;y1;z1;v1;x2;y2;z2;v2;x3;y3;z3;v3;x4;y4;z4;v4;x5;y5;z5;v5;x6;y6;z6;v6;x7;y7;z7;v7;x8;y8;z8;v8;x9;y9;z9;v9;x10;y10;z10;v10;x11;y11;z11;v11;x12;y12;z12;v12;x13;y13;z13;v13;x14;y14;z14;v14;x15;y15;z15;v15;x16;y16;z16;v16;x17;y17;z17;v17;x18;y18;z18;v18;x19;y19;z19;v19;x20;y20;z20;v20;x21;y21;z21;v21
A;0.30482563376426697;0.5759201645851135;8.70E+09;00.00;0.3523286283016205;0.5425199270248413;-0.011903130449354649;00.00;0.37805408239364624;0.49302172660827637;-0.01764802262187004;00.00;0.3842329978942871;0.4390436112880707;-0.026774883270263672;00.00;0.3823671340942383;0.39757129549980164;-0.028973551467061043;00.00;0.3540745973587036;0.4597598612308502;0.027683179825544357;00.00;0.35759952664375305;0.4171319305896759;-0.00782724004238844;00.00;0.35455775260925293;0.45868244767189026;-0.01866326667368412;00.00;0.3544667959213257;0.47736701369285583;-0.008960722014307976;00.00;0.3282054364681244;0.45859846472740173;0.024434907361865044;00.00;0.32952141761779785;0.4171735942363739;-0.024243513122200966;00.00;0.3302087187767029;0.4723341763019562;-0.035361748188734055;00.00;0.3318633437156677;0.4845803380012512;-0.021311260759830475;00.00;0.30445191264152527;0.4627343714237213;0.014643540605902672;00.00;0.30350562930107117;0.4254731833934784;-0.026180554181337357;00.00;0.309725284576416;0.4782077670097351;-0.02749050222337246;00.00;0.31146055459976196;0.49320170283317566;-0.009619108401238918;00.00;0.28122907876968384;0.4708755612373352;0.004856024403125048;00.00;0.2831886410713196;0.43952736258506775;-0.007969577796757221;00.00;0.2906552255153656;0.4739024043083191;-0.0049295732751488686;00.00;0.2918098270893097;0.49023541808128357;0.011159992776811123;00.00
A;0.30684202909469604;0.5728597044944763;-1.54E+10;00.00;0.3535432517528534;0.5408449769020081;-0.013849967159330845;00.00;0.377816379070282;0.48805978894233704;-0.021741952747106552;00.00;0.38385653495788574;0.4314666986465454;-0.03296725079417229;00.00;0.38156241178512573;0.3876117169857025;-0.03701630234718323;00.00;0.35157451033592224;0.45554107427597046;0.026078131049871445;00.00;0.35444706678390503;0.4148644208908081;-0.013179901987314224;00.00;0.35278064012527466;0.4556019902229309;-0.026407774537801743;00.00;0.35217586159706116;0.47265639901161194;-0.01872135140001774;00.00;0.32626569271087646;0.45605000853538513;0.022647127509117126;00.00;0.3273971378803253;0.41568171977996826;-0.0277718435972929;00.00;0.33053314685821533;0.4725181758403778;-0.03733887895941734;00.00;0.3318292200565338;0.48349592089653015;-0.021340958774089813;00.00;0.30289021134376526;0.46176478266716003;0.012089096941053867;00.00;0.3019558787345886;0.42467883229255676;-0.03135905787348747;00.00;0.31028950214385986;0.47958728671073914;-0.029908431693911552;00.00;0.3113383650779724;0.49352389574050903;-0.008497323840856552;00.00;0.2792614698410034;0.4713226854801178;0.0017086525913327932;00.00;0.28228646516799927;0.4393357038497925;-0.015426023863255978;00.00;0.2911887466907501;0.47649553418159485;-0.010264064185321331;00.00;0.2910115122795105;0.4933711290359497;0.007690373808145523;00.00
A;0.29666972160339355;0.5613513588905334;2.58E+10;00.00;0.3411864638328552;0.5267601013183594;-0.0119386687874794;00.00;0.36582255363464355;0.4757033884525299;-0.017173688858747482;00.00;0.37255367636680603;0.41843968629837036;-0.026949765160679817;00.00;0.3771606683731079;0.3706122040748596;-0.0313153937458992;00.00;0.3445976972579956;0.447079062461853;0.034036893397569656;00.00;0.3436969518661499;0.4025399088859558;-0.0011967868776991963;00.00;0.338814377784729;0.44271451234817505;-0.01526450552046299;00.00;0.3401012122631073;0.4602896273136139;-0.008850784040987492;00.00;0.31791311502456665;0.44655150175094604;0.03164561092853546;00.00;0.31350037455558777;0.4050324559211731;-0.01506035029888153;00.00;0.3157045543193817;0.45884814858436584;-0.02980993129312992;00.00;0.32210883498191833;0.47172242403030396;-0.017339836806058884;00.00;0.29415595531463623;0.4523446559906006;0.02295016497373581;00.00;0.28810936212539673;0.4145582914352417;-0.018507961183786392;00.00;0.29543018341064453;0.4667198657989502;-0.023891642689704895;00.00;0.30161044001579285;0.48159366846084595;-0.00617820443585515;00.00;0.27199992537498474;0.46166256070137024;0.013969279825687408;00.00;0.267932265996933;0.4300464689731598;0.0006123594357632101;00.00;0.27638769149780273;0.4622062146663666;0.0026189235504716635;00.00;0.28128156065940857;0.47581741213798523;0.02103259228169918;00.00
A;0.29679015278816223;0.5621684789657593;-6.25E+09;00.00;0.34155911207199097;0.5315629243850708;-0.018770745024085045;00.00;0.36401230096817017;0.47685328125953674;-0.02522231638431549;00.00;0.37212249636650085;0.4202926456928253;-0.03515998274087906;00.00;0.3765386939048767;0.37483465671539307;-0.03800316900014877;00.00;0.3430197238922119;0.44430771470069885;0.026228761300444603;00.00;0.34257709980010986;0.39908063411712646;-0.017892353236675262;00.00;0.3389356732368469;0.4417002201080322;-0.03368156775832176;00.00;0.33927932381629944;0.46081483364105225;-0.025234678760170937;00.00;0.3175005614757538;0.4452323019504547;0.02645109035074711;00.00;0.3152936100959778;0.40207359194755554;-0.028333574533462524;00.00;0.3175041675567627;0.4603748023509979;-0.03651991859078407;00.00;0.3215982913970947;0.47190821170806885;-0.01616574637591839;00.00;0.29396897554397583;0.4518914818763733;0.018019795417785645;00.00;0.28941091895103455;0.4116276502609253;-0.030075090005993843;00.00;0.29665276408195496;0.46772071719169617;-0.028745735064148903;00.00;0.3002972900867462;0.48292621970176697;-0.004115806892514229;00.00;0.2703745663166046;0.46155497431755066;0.01013756264001131;00.00;0.26883599162101746;0.42706969380378723;-0.010585271753370762;00.00;0.2768210470676422;0.46324360370635986;-0.005280117504298687;00.00;0.2795735001564026;0.4802887737751007;0.015895357355475426;00.00
A;0.3216687738895416;0.5701264142990112;-1.58E+11;00.00;0.36360594630241394;0.5371862053871155;-0.010164393112063408;00.00;0.38367173075675964;0.48013436794281006;-0.01460103876888752;00.00;0.3929324150085449;0.4267556965351105;-0.025210052728652954;00.00;0.4010871648788452;0.3832074701786041;-0.032173752784729004;00.00;0.36490726470947266;0.4459412097930908;0.03180970624089241;00.00;0.36663922667503357;0.4014531970024109;-0.011927896179258823;00.00;0.36179718375205994;0.4411810338497162;-0.026455389335751534;00.00;0.35891053080558777;0.4636070728302002;-0.017850002273917198;00.00;0.33874428272247314;0.445693701505661;0.028829317539930344;00.00;0.3380485475063324;0.4056186079978943;-0.023035598918795586;00.00;0.3381439447402954;0.45793965458869934;-0.03205767273902893;00.00;0.33835241198539734;0.47196608781814575;-0.012680413201451302;00.00;0.3144741654396057;0.4502100348472595;0.017622770741581917;00.00;0.3125138282775879;0.4151323437690735;-0.023017868399620056;00.00;0.3192112147808075;0.466828316450119;-0.023427603766322136;00.00;0.3209519684314728;0.4853536784648895;-0.00199943408370018;00.00;0.28937914967536926;0.45805418491363525;0.0065161436796188354;00.00;0.29035839438438416;0.42530202865600586;-0.00840412825345993;00.00;0.2963399589061737;0.4586595892906189;-0.006712532602250576;00.00;0.29888227581977844;0.4785529673099518;0.008469890803098679;00.00
A;0.34050512313842773;0.5690421462059021;-1.76E+10;00.00;0.38548827171325684;0.5345464944839478;-0.007465693634003401;00.00;0.4059666097164154;0.47641485929489136;-0.01203586719930172;00.00;0.4153475761413574;0.4212975800037384;-0.02331141196191311;00.00;0.42246466875076294;0.37675508856773376;-0.03103570267558098;00.00;0.38821089267730713;0.44002407789230347;0.03550776466727257;00.00;0.3887002468109131;0.39534303545951843;-0.007233261596411467;00.00;0.38468465209007263;0.43691909313201904;-0.01917329430580139;00.00;0.383299320936203;0.4568386375904083;-0.006329637486487627;00.00;0.360555499792099;0.43929216265678406;0.03110768087208271;00.00;0.36041349172592163;0.39852476119995117;-0.021966321393847466;00.00;0.3600662052631378;0.45354917645454407;-0.032006219029426575;00.00;0.3610798120498657;0.46314898133277893;-0.010844426229596138;00.00;0.3352069556713104;0.4431639015674591;0.018927808851003647;00.00;0.3345978856086731;0.408277302980423;-0.02398836240172386;00.00;0.34063929319381714;0.46139904856681824;-0.024501260370016098;00.00;0.3426019549369812;0.47653260827064514;-0.0007306298357434571;00.00;0.3095102310180664;0.4507298171520233;0.007567015942186117;00.00;0.3117290139198303;0.41907861828804016;-0.005469585303217173;00.00;0.3173244893550873;0.4532114565372467;-0.0024540817830711603;00.00;0.319673091173172;0.47109508514404297;0.016885867342352867;00.00
A;0.3657631278038025;0.5684677362442017;-1.98E+11;00.00;0.4108211398124695;0.5331730842590332;-0.005616535432636738;00.00;0.4320206046104431;0.47469669580459595;-0.010076052509248257;00.00;0.4425913095474243;0.4189647138118744;-0.022286999970674515;00.00;0.4516541361808777;0.37408438324928284;-0.03045516647398472;00.00;0.4123726487159729;0.43798843026161194;0.03363410755991936;00.00;0.41544094681739807;0.3921012282371521;-0.008787542581558228;00.00;0.41298046708106995;0.432612806558609;-0.021075282245874405;00.00;0.41022157669067383;0.45331472158432007;-0.00873394962400198;00.00;0.385542094707489;0.43646514415740967;0.027387239038944244;00.00;0.3876881003379822;0.39402467012405396;-0.025605347007513046;00.00;0.38775575160980225;0.44914841651916504;-0.03559887036681175;00.00;0.3852349519729614;0.4598359167575836;-0.015007635578513145;00.00;0.360584557056427;0.44073545932769775;0.013542942702770233;00.00;0.3608159124851227;0.40493232011795044;-0.027866728603839874;00.00;0.36831337213516235;0.45983368158340454;-0.02794012613594532;00.00;0.3682147264480591;0.47636473178863525;-0.0047601317055523396;00.00;0.3341190218925476;0.4493488669395447;0.0002517339016776532;00.00;0.3384137749671936;0.4160708785057068;-0.012099879793822765;00.00;0.34544655680656433;0.45102670788764954;-0.008503539487719536;00.00;0.34590795636177063;0.47116172313690186;0.008093558251857758;00.00
A;0.3774181604385376;0.5665347576141357;-2.35E+10;00.00;0.42416033148765564;0.5306974053382874;-0.0028850219678133726;00.00;0.4447275400161743;0.4715805947780609;-0.006293661892414093;00.00;0.45222538709640503;0.4149015545845032;-0.018306462094187737;00.00;0.462700217962265;0.3701168894767761;-0.02385256625711918;00.00;0.424478143453598;0.4356042146682739;0.042686738073825836;00.00;0.42821288108825684;0.3909677267074585;0.0018957250285893679;00.00;0.4252811372280121;0.4344496726989746;-0.010126114822924137;00.00;0.4216229021549225;0.45503535866737366;-0.00019242025155108422;00.00;0.3991423547267914;0.4361521899700165;0.033638425171375275;00.00;0.40017130970954895;0.3933679461479187;-0.02165428176522255;00.00;0.40088289976119995;0.4527745842933655;-0.032750122249126434;00.00;0.39850783348083496;0.464356005191803;-0.01347987912595272;00.00;0.3738698363304138;0.44104865193367004;0.01650569960474968;00.00;0.37356966733932495;0.4020336866378784;-0.027713121846318245;00.00;0.379700243473053;0.4585774838924408;-0.027377493679523468;00.00;0.37811601161956787;0.4739280641078949;-0.0043588001281023026;00.00;0.34664386510849;0.4489811360836029;0.0007820139289833605;00.00;0.34910354018211365;0.4125903844833374;-0.01525836531072855;00.00;0.35576722025871277;0.4505807161331177;-0.01172844972461462;00.00;0.35471200942993164;0.4697912335395813;0.0065420945174992085;00.00
A;0.38631805777549744;0.570382833480835;-2.85E+11;00.00;0.43334445357322693;0.5350338220596313;-0.002743286080658436;00.00;0.4549849033355713;0.4763897955417633;-0.006631496828049421;00.00;0.46332743763923645;0.419365257024765;-0.01883665844798088;00.00;0.4742547869682312;0.37527069449424744;-0.02486184798181057;00.00;0.434804767370224;0.438684344291687;0.04184960201382637;00.00;0.44012755155563354;0.3958841562271118;0.0015854890225455165;00.00;0.43693214654922485;0.4390607476234436;-0.009174246340990067;00.00;0.43232670426368713;0.45786774158477783;0.0008548243204131722;00.00;0.40943098068237305;0.43816128373146057;0.03203470632433891;00.00;0.41166043281555176;0.39642390608787537;-0.022479970008134842;00.00;0.4126051366329193;0.4567878842353821;-0.03139491006731987;00.00;0.4094926714897156;0.4666605591773987;-0.011297532357275486;00.00;0.38379761576652527;0.4424489140510559;0.014087085612118244;00.00;0.3847619593143463;0.40377503633499146;-0.029025984928011894;00.00;0.3916061222553253;0.46228721737861633;-0.027385041117668152;00.00;0.3893568813800812;0.4764973223209381;-0.004709531087428331;00.00;0.3562905788421631;0.4502967596054077;-0.0026890563312917948;00.00;0.361071914434433;0.4140424430370331;-0.01867634803056717;00.00;0.3686951696872711;0.4543974995613098;-0.014065280556678772;00.00;0.3667442798614502;0.47332608699798584;0.003187114605680108;00.00
A;0.38953009247779846;0.5666974186897278;-2.93E+11;00.00;0.4375026822090149;0.5335626602172852;-0.0010945664253085852;00.00;0.4601731598377228;0.4742251932621002;-0.005676719825714827;00.00;0.4680044651031494;0.41562554240226746;-0.018846746534109116;00.00;0.47510743141174316;0.3696291744709015;-0.026805207133293152;00.00;0.4411354959011078;0.43666812777519226;0.04545729607343674;00.00;0.4457046687602997;0.39368903636932373;0.008281566202640533;00.00;0.44256502389907837;0.4369339644908905;-0.005601841490715742;00.00;0.4394460618495941;0.4566381275653839;0.0014686915092170238;00.00;0.41613394021987915;0.43458208441734314;0.03564748167991638;00.00;0.41724464297294617;0.3931622803211212;-0.013042574748396873;00.00;0.4186857044696808;0.4514738619327545;-0.025943761691451073;00.00;0.41755053400993347;0.46293526887893677;-0.011290831491351128;00.00;0.39078566431999207;0.4382849335670471;0.018249420449137688;00.00;0.391612708568573;0.40000033378601074;-0.021517731249332428;00.00;0.3973168730735779;0.45543426275253296;-0.02070710062980652;00.00;0.39544734358787537;0.4703321158885956;0.0004499961796682328;00.00;0.36383047699928284;0.4470036029815674;0.0023674690164625645;00.00;0.36768606305122375;0.41371333599090576;-0.012541196309030056;00.00;0.37353941798210144;0.452158659696579;-0.008080660365521908;00.00;0.3708171546459198;0.47024792432785034;0.010254835709929466;00.00
